City_ID,City,Country,Max Temp,Weather Descp,Lat,Lng,Hotel Name
349,Ruteng,ID,63.81,scattered clouds,-8.61,120.47,Hotel FX72 Ruteng
350,Roma,US,60.8,light rain,43.21,-75.46,Wingate By Wyndham Rome
352,Alice,US,86.0,few clouds,27.75,-98.07,Holiday Inn Express & Suites Alice
356,Linxia,CN,45.37,clear sky,35.6,103.21,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
357,Topchanchi,IN,74.3,scattered clouds,23.9,86.2,SHAAN-E-PUNJAB HOTEL
358,Bahia Blanca,AR,69.75,broken clouds,-38.72,-62.27,Hotel Argos
359,Sambava,MG,75.2,scattered clouds,-14.27,50.17,Melrose
362,Waitati,NZ,50.0,overcast clouds,-45.75,170.57,Arden Country House Dunedin
363,Abnub,EG,86.0,clear sky,27.27,31.15,مسجد الخطبة
364,Buraydah,SA,78.8,clear sky,26.33,43.98,Mövenpick Hotel Qassim
365,Kisangani,CD,72.5,overcast clouds,0.52,25.2,Grand Ramela Hotel
366,Geraldton,AU,53.6,clear sky,-28.77,114.6,Broadwater Mariner Resort
368,Astoria,US,50.0,fog,46.19,-123.83,Best Western Astoria Bayfront Hotel
369,Douglas,US,48.2,drizzle,41.3,-96.17,Hilton Garden Inn Omaha West
370,Youghal,IE,50.0,broken clouds,51.95,-7.85,Quality Hotel and Leisure Centre Youghal
373,Manavalakurichi,IN,80.6,mist,8.13,77.3,Udaya Boys Hostel
374,Isangel,VU,75.94,overcast clouds,-19.55,169.27,Volcano Sea View Tree House
376,Tarpon Springs,US,87.01,broken clouds,28.15,-82.76,"Innisbrook, A Salamander Golf and Spa Resort"
377,Lewistown,US,81.0,clear sky,40.6,-77.57,Quality Inn & Suites
378,Brigantine,US,81.0,clear sky,39.41,-74.36,Legacy Vacation Resort Brigantine Beach
379,Teluknaga,ID,81.0,few clouds,-6.1,106.64,Bale Ocasa hotel
380,Capao Bonito,BR,74.89,few clouds,-24.01,-48.35,HOTEL PASSARIM
381,Gasa,PS,79.0,clear sky,31.5,34.47,رابطة الفنانين الفلسطينيين
382,Royan,FR,64.4,broken clouds,45.63,-1.03,Hôtel Cordouan Thalassothérapie et Spa - Royan
383,Fare,PF,79.36,clear sky,-16.7,-151.02,Maitai Lapita Village Huahine
384,Constitucion,CL,61.38,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
385,Zhanaozen,KZ,46.08,broken clouds,43.3,52.8,K.korabay 28A
388,Hoi An,VN,73.4,broken clouds,15.88,108.33,Belle Maison Hadana Hoi An managed by H&K Hospitality
390,Acapulco,MX,87.8,scattered clouds,16.86,-99.89,HS Hotsson Smart Acapulco
391,Jogighopa,IN,75.49,light rain,26.23,90.58,DRDA Training center
392,Saint Austell,GB,55.0,broken clouds,50.34,-4.77,The Cornwall Hotel & Spa
395,Lucea,JM,80.01,light intensity shower rain,18.45,-78.17,Grand Palladium Jamaica Resort & Spa
396,Hamilton,US,79.0,scattered clouds,39.18,-84.53,Six Acres Bed & Breakfast
397,La Rioja,ES,64.4,few clouds,42.25,-2.5,Casa Concejos
398,Domoni,KM,78.57,scattered clouds,-12.26,44.53,Loulou
399,Ambon,ID,75.2,scattered clouds,-3.7,128.18,Swiss-Belhotel Ambon
400,Whitewater,US,48.0,overcast clouds,42.83,-88.73,Baymont by Wyndham Whitewater
401,Sao Jose Da Coroa Grande,BR,81.84,scattered clouds,-8.9,-35.15,Crôa Mares Hotel
402,Wanning,CN,71.73,overcast clouds,18.8,110.4,Paradise Hotel
404,Korla,CN,46.62,clear sky,41.76,86.15,Gulisitan Hotel
405,Zarubino,RU,43.59,overcast clouds,42.63,131.09,"Okean, Baza Otdykha"
406,Coquimbo,CL,59.0,scattered clouds,-29.95,-71.34,Hotel San Juan
407,Jasidih,IN,74.55,few clouds,24.52,86.65,Alkapuri Guest House
409,Tefe,BR,87.8,scattered clouds,-3.35,-64.71,Aracati Hotel
410,Keti Bandar,PK,82.29,scattered clouds,24.14,67.45,Haji laloo memon house
411,Sinnamary,GF,87.3,scattered clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
413,Aguada De Pasajeros,CU,87.8,shower rain,22.39,-80.85,Soles de Marti
414,Banda Aceh,ID,81.82,light rain,5.56,95.32,OYO 884 Rumoh PMI Hotel
417,Hobyo,SO,80.29,broken clouds,5.35,48.53,Osmani Hotel
418,Taunggyi,MM,62.17,light rain,20.78,97.03,True Treasure Hotel
420,Cavalcante,BR,88.12,broken clouds,-13.8,-47.46,Pousada Vila dos Ipês
423,Waddan,LY,68.5,clear sky,29.16,16.14,محل الشريف محمد العايب
424,Ixtapa,MX,87.8,few clouds,20.7,-105.2,Container Inn Puerto Vallarta
425,Eagle,US,46.99,clear sky,43.7,-116.35,SpringHill Suites by Marriott Boise West/Eagle
426,Manadhoo,MV,81.64,light rain,5.77,73.38,Vevu Guesthouse
427,Andijon,UZ,51.8,broken clouds,40.78,72.34,Bog'ishamol
428,Bonavista,CA,60.01,overcast clouds,48.65,-53.11,Abbott's Bed & Breakfast
430,Araceli,PH,83.19,moderate rain,10.55,119.99,JBryan Traveler's Inn
431,Kaabong,UG,73.62,broken clouds,3.48,34.15,Rock Motel Ltd
433,Zhangye,CN,48.27,clear sky,38.93,100.45,Zhangye Lvzhou Holiday Inn
434,Marsh Harbour,BS,81.07,broken clouds,26.54,-77.06,Abaco Beach Resort
435,Sechura,PE,77.18,few clouds,-5.56,-80.82,Hospedaje Costa Bella
436,Borzna,UA,52.88,broken clouds,51.25,32.43,Готель VIRA
437,Karla,EE,53.6,overcast clouds,59.37,24.93,River Villa
439,Bandarbeyla,SO,79.92,broken clouds,9.49,50.81,REER XOOSHLE GROUP
440,Ullapool,GB,46.99,overcast clouds,57.9,-5.16,Argyll Hotel
441,Pisco,PE,71.6,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
442,Mombetsu,JP,59.0,light rain,44.35,143.35,Okhotsk Palace Hotel
443,Yining,CN,53.98,light rain,29.04,114.56,Xiushui Hotel
444,Mitsamiouli,KM,80.94,overcast clouds,-11.38,43.28,Foyer ADM
445,Greifswald,DE,55.99,clear sky,54.1,13.38,VCH - Hotel Greifswald
449,Olafsvik,IS,41.5,light rain,64.89,-23.71,Hotel Olafsvik
450,Carutapera,BR,83.71,light rain,-1.2,-46.02,Lidera
452,Xianyang,CN,44.6,clear sky,34.34,108.7,铁路大厦
453,Aksu,CN,47.77,scattered clouds,41.12,80.26,Pudong Holiday Hotel
454,Port Lincoln,AU,58.98,overcast clouds,-34.73,135.87,Port Lincoln Hotel
456,Tuy Hoa,VN,73.89,overcast clouds,13.08,109.3,CenDeluxe Hotel Tuy Hoa
459,Karratha,AU,67.62,light rain,-20.74,116.85,ibis Styles Karratha
461,Ulladulla,AU,59.0,overcast clouds,-35.35,150.47,Sandpiper Motel
463,Dhone,IN,77.67,overcast clouds,15.42,77.88,Pennera Rakesh
464,Searcy,US,80.6,broken clouds,35.25,-91.74,M Star Hotel Searcy
466,Simav,TR,58.21,scattered clouds,39.09,28.98,Simav Melisa Otel
467,Champerico,GT,86.0,scattered clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
469,Pemangkat,ID,80.08,light rain,1.17,108.97,Kost H.Syamsuddin
472,Santa Maria,BR,83.71,broken clouds,-29.68,-53.81,Hotel Morotin
473,Dzaoudzi,YT,78.8,clear sky,-12.79,45.27,Le Rocher
474,Shenjiamen,CN,63.59,clear sky,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
476,Khani,GE,59.0,clear sky,41.96,42.96,კურორტი ზეკარი/Resort Zekari
477,Vila Velha,BR,75.0,shower rain,-20.33,-40.29,Hotel Vitória Palace
478,Brookhaven,US,84.0,few clouds,31.58,-90.44,Americas Best Value Inn Brookhaven
479,Galabovo,BG,62.01,few clouds,42.14,25.87,Hotel Vila Verde
480,Plettenberg Bay,ZA,64.29,clear sky,-34.05,23.37,Thanda Vista B&B
482,Lipari,IT,64.0,clear sky,38.47,14.95,Hotel Villa Augustus
483,Penzance,GB,55.0,broken clouds,50.12,-5.54,Artist Residence Penzance
484,Aljezur,PT,62.17,clear sky,37.32,-8.8,Amazigh Hostel
485,Lima,PE,68.0,scattered clouds,-12.04,-77.03,Gran Hotel Bolivar Lima
486,Vaitape,PF,79.43,few clouds,-16.52,-151.75,Conrad Bora Bora Nui
487,Robertsport,LR,80.96,overcast clouds,6.75,-11.37,Kwepunha Retreat
488,Poum,NC,75.85,light rain,-20.23,164.02,Gîte kajeon
489,Tarakan,ID,81.7,overcast clouds,3.3,117.63,RedDoorz Syariah near Taman Berlabuh Tarakan
490,Nkoteng,CM,71.29,broken clouds,4.52,12.03,Sanaga Beach Lodges
492,Ahuimanu,US,73.4,scattered clouds,21.44,-157.84,Paradise Bay Resort
493,Westport,US,72.0,scattered clouds,41.14,-73.36,The Westport Inn
494,Burnie,AU,50.32,overcast clouds,-41.07,145.92,Beachfront Voyager Motor Inn
495,Srandakan,ID,77.65,moderate rain,-7.94,110.25,Puri Brata
496,Tatvan,TR,52.3,clear sky,38.51,42.28,Karaman
498,Lubumbashi,CD,76.91,broken clouds,-11.66,27.48,Glo Flats
499,Am Timan,TD,81.95,scattered clouds,11.03,20.28,Palais du chef Canton Salamt
500,Sokoto,NG,85.32,clear sky,13.06,5.24,RG Palace
501,Sarakhs,IR,60.8,clear sky,36.54,61.16,Sarakhs Abrisham Hotel
502,Joshimath,IN,49.15,few clouds,30.57,79.57,Shivalik Camps & Resort
503,Lazaro Cardenas,MX,86.56,overcast clouds,17.96,-102.2,Collection O Hotel Quinta Antigua
504,Ojinaga,MX,82.4,clear sky,29.57,-104.42,Suites Las Palmas
505,Houma,US,87.01,broken clouds,29.6,-90.72,Courtyard by Marriott Houma
506,Obzor,BG,64.4,clear sky,42.82,27.88,HVD Clubhotel Miramar
508,Areosa,PT,61.0,scattered clouds,41.72,-8.86,Hotel Flôr de Sal
511,Acajutla,SV,84.2,few clouds,13.59,-89.83,Stop.
512,Takoradi,GH,79.02,few clouds,4.88,-1.76,Raybow International Hotel
514,Tautira,PF,80.6,few clouds,-17.73,-149.15,Pension Oaoa
515,Sumbe,AO,77.04,broken clouds,-11.21,13.84,Hotel Ritz Sumbe
516,Maceio,BR,86.0,broken clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
517,Sept-Iles,CA,43.0,broken clouds,50.2,-66.38,Comfort Inn
518,Yaring,TH,79.41,heavy intensity rain,6.87,101.37,My Home Pokku
519,Sulmona,IT,60.8,clear sky,42.05,13.93,Hotel Santacroce
520,Flinders,AU,63.0,few clouds,-34.58,150.86,Shellharbour Resort & Conference Centre
521,Shahrud,IR,53.65,clear sky,36.42,54.98,Royal Hotel
522,Dana Point,US,69.01,overcast clouds,33.47,-117.7,Laguna Cliffs Marriott Resort & Spa
523,Marystown,CA,57.99,overcast clouds,47.17,-55.15,Marystown Hotel & Convention Centre
526,Kefamenanu,ID,72.66,broken clouds,-9.45,124.48,PAULUS TAITOH
527,Tecoanapa,MX,85.95,overcast clouds,16.52,-98.75,Hotel Manglares
529,Sabzevar,IR,52.93,few clouds,36.21,57.68,پارکینگ وسایل سنگین جنوب
531,Makakilo City,US,73.4,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
532,Waingapu,ID,79.43,few clouds,-9.66,120.26,Pondok Wisata Elim
534,Prosec,CZ,50.0,broken clouds,49.81,16.12,Dum Bratri Capku
536,Port Moresby,PG,78.8,scattered clouds,-9.44,147.18,Lamana Hotel
538,Havelock,US,81.0,clear sky,34.88,-76.9,Sherwood Motel
540,Yekaterinovka,RU,40.15,light rain,52.05,44.35,"Gostinitsa ""Uyut"""
541,Amuntai,ID,76.12,broken clouds,-2.42,115.25,Hotel Balqis
542,Motozintla,MX,87.8,scattered clouds,15.37,-92.23,Hotel Maya
543,Puerto Madryn,AR,72.9,clear sky,-42.77,-65.04,Hotel Tolosa
544,Floro,NO,44.6,few clouds,61.6,5.03,Kinn Hotell Florø
545,Murchison,NZ,40.46,broken clouds,-41.8,172.33,OFF THE BEATEN TRACK ACCOMMODATION & BIKE HIRE.
547,Kokstad,ZA,60.13,light rain,-30.55,29.42,Majestic Bed and Breakfast
548,Mbanza-Ngungu,CD,75.09,broken clouds,-5.25,14.87,Hotel Full Business
549,Ternate,ID,80.83,few clouds,0.8,127.4,Grand Dafam Bela Ternate
551,Lampazos De Naranjo,MX,86.07,clear sky,27.02,-100.52,Bella Vista
552,Manoharpur,IN,80.6,haze,27.3,75.95,कैथल हरियाणा होटल
553,Antofagasta,CL,66.0,broken clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
554,Moron,AR,64.0,moderate rain,-34.65,-58.62,Hotel Morón
555,Bowen,AU,64.4,scattered clouds,-20.02,148.23,Castle Motor Lodge Motel
556,Halifax,CA,68.0,broken clouds,44.65,-63.57,Hotel Halifax
558,Manado,ID,73.4,few clouds,1.49,124.85,Aryaduta Hotel
561,San Francisco,US,70.0,few clouds,37.77,-122.42,The Clift Royal Sonesta Hotel
563,Matamoros,MX,80.6,clear sky,25.53,-103.25,Recreativo Sabdy Briseidy
564,Cap Malheureux,MU,72.0,clear sky,-19.98,57.61,Pereybere Hotel & Spa
565,Salalah,OM,84.2,few clouds,17.02,54.09,HAMDAN PLAZA HOTEL
568,Kaset Sombun,TH,70.03,light rain,16.28,101.95,อาณาจักร มิน' กะล่อน.
569,Marechal Candido Rondon,BR,89.6,clear sky,-24.56,-54.06,Hotel Bender
570,Pacifica,US,68.0,few clouds,37.61,-122.49,"Pacifica Lighthouse, Trademark Collection by Wyndham"
572,Dunedin,NZ,50.0,overcast clouds,-45.87,170.5,Scenic Hotel Southern Cross
573,Puerto Escondido,MX,86.0,few clouds,15.85,-97.07,Aldea del Bazar Hotel and Spa
574,Itambacuri,BR,80.91,light rain,-18.03,-41.69,Pousada Bela
575,Eufaula,US,82.99,clear sky,31.89,-85.15,Days Inn by Wyndham Eufaula AL
581,Luau,AO,69.89,light rain,-10.71,22.22,Kimbo Hotel
582,Sarangani,PH,83.43,broken clouds,5.4,125.46,Ballistic Islet
584,Binga,ZW,82.22,clear sky,-17.62,27.34,Lakeview Inn Binga
586,Bambanglipuro,ID,77.61,moderate rain,-7.95,110.28,Puri Brata
587,Kussnacht,CH,60.8,broken clouds,47.09,8.44,Swiss-Chalet Lodge
588,Vila,PT,53.01,few clouds,42.03,-8.16,Hotel Castrum Villae
589,Longido,TZ,72.54,broken clouds,-2.73,36.68,Longido Mountain Lodge
590,Damaturu,NG,89.17,few clouds,11.75,11.96,Summit Conference Centre
592,Benjamin Hill,MX,86.0,clear sky,30.17,-111.1,Luis Guillermo García Medina
593,Ambatondrazaka,MG,60.39,few clouds,-17.83,48.42,Hotel Zama Meva
594,Kloulklubed,PW,77.0,overcast clouds,7.04,134.26,Storyboard Beach Resort
597,Touros,BR,80.6,shower rain,-5.2,-35.46,INN NEW HORIZON
598,Avallon,FR,57.99,overcast clouds,47.48,3.9,Hotel d'Avallon Vauban
600,Bonita,US,71.01,broken clouds,32.66,-117.03,La Quinta Inn by Wyndham San Diego Chula Vista
602,Starkville,US,82.99,scattered clouds,33.45,-88.82,Hilton Garden Inn Starkville
605,Tabat,ID,75.99,broken clouds,-2.63,115.23,Perumahan PNS Senga Permai
606,Misratah,LY,71.37,clear sky,32.38,15.09,فندق الماسة
607,Rawson,AR,75.11,clear sky,-43.3,-65.1,Hotel Punta León
608,Zhuhai,CN,75.2,few clouds,22.28,113.57,珠海粤财假日酒店
611,Iranshahr,IR,71.6,clear sky,27.2,60.68,کافی نت دانشگاه
612,Saran,FR,60.8,clear sky,47.95,1.88,Hôtel Première Classe Orléans Nord Saran
615,Linares,CL,75.54,clear sky,-35.85,-71.6,Hotel Real
616,Ushirombo,TZ,74.07,overcast clouds,-3.49,31.96,Kigali Hotel
617,North Augusta,US,84.0,broken clouds,33.5,-81.97,Ramada by Wyndham Augusta Downtown Hotel & Conference Center
618,Fasa,IR,57.2,clear sky,28.94,53.65,Fasa University Boys' Dormitory
620,Marfino,RU,43.0,mist,55.7,37.38,Kardiologicheskiy Sanatornyy Tsentr Peredelkino
621,Abha,SA,69.8,clear sky,18.22,42.51,Abha Hotel
623,Muros,ES,61.0,scattered clouds,42.78,-9.06,Apartment Av. Castelao
624,Shasta Lake,US,62.6,clear sky,40.68,-122.37,Shasta Dam Motel
627,Rafaela,AR,80.01,broken clouds,-31.25,-61.49,Parra Hotel & Suites
628,Tonantins,BR,89.11,broken clouds,-2.87,-67.8,Hotel Rei Davi
630,Ridgecrest,US,73.0,smoke,35.62,-117.67,SpringHill Suites by Marriott Ridgecrest
632,Port-De-Bouc,FR,71.6,clear sky,43.4,4.98,HOTEL RESIDENCE LES AIGUADES
633,Burgeo,CA,54.52,broken clouds,47.62,-57.62,Gillett's Motel
634,Ranau,MY,78.01,scattered clouds,5.95,116.66,Ranau Backpackers Hostel
636,Hyeres,FR,66.2,clear sky,43.12,6.12,ibis budget Hyères Centre-Ville
637,Padang,ID,79.56,heavy intensity rain,-0.95,100.35,Mercure Padang
638,Ginda,IN,52.41,clear sky,30.69,78.49,Bal uma sankar hotel and restaurant
639,Nizwa,OM,69.04,clear sky,22.93,57.53,Orient Apartments
640,Shieli,KZ,47.66,overcast clouds,44.17,66.75,Gostinitsa Aybek Shieli
641,Strelka,RU,42.12,overcast clouds,58.07,93.03,"Gostinitsa ""Angara"""
642,Jinchang,CN,44.04,clear sky,38.5,102.17,Mingshihui Jinchang International Hotel
643,Yatou,CN,48.42,light rain,37.15,122.38,GreenTree Hotel Rongcheng Bus Station
644,Izumo,JP,62.6,overcast clouds,35.37,132.77,Toyoko-Inn Izumoshi ekimae
647,Saint-Francois,FR,64.99,clear sky,46.42,3.91,Manoir Du Bonheur
648,Masallatah,LY,67.68,clear sky,32.62,14.0,Mohamed Ahmed Salem
650,Tawau,MY,78.8,few clouds,4.25,117.89,Shervinton Executive Boutique Hotel
651,Finschhafen,PG,79.39,light rain,-6.6,147.87,Cossam Guest House
652,Rancho Palos Verdes,US,70.0,overcast clouds,33.74,-118.39,Terranea Resort
653,Arica,CL,70.0,clear sky,-18.48,-70.3,Hostal Jardin Del Sol
655,Weida,DE,62.01,overcast clouds,50.77,12.07,Bei Kent
657,Miram Shah,PK,62.53,clear sky,33.01,70.07,Bachelor Hostel
658,Umm Lajj,SA,81.32,clear sky,25.02,37.27,Moon light Furnished Units
660,Shelburne,CA,52.0,overcast clouds,44.08,-80.2,The Retreat at the Farm
662,Jeremie,HT,83.21,overcast clouds,18.65,-74.12,Auberge’Inn
663,Santa Fe,AR,81.0,moderate rain,-31.63,-60.7,Conquistador Hotel
666,Chivilcoy,AR,59.0,light rain,-34.9,-60.02,Chivilrent
669,Dunkirk,FR,57.0,scattered clouds,51.05,2.37,All Suites Appart Hôtel Dunkerque
670,Komsomolskiy,UZ,55.4,overcast clouds,40.43,71.72,Ikathouse
671,Concepcion,CL,62.6,clear sky,-36.83,-73.05,Hotel El Araucano
672,Kudahuvadhoo,MV,82.18,light rain,2.67,72.89,Kudahuvadhoo Retreat
673,Dhola,IN,86.09,overcast clouds,21.88,71.78,નિલેશ
674,Edgewater,US,86.0,broken clouds,28.99,-80.9,Islander Beach Resort
676,Curillo,CO,86.5,light rain,1.03,-75.92,CASA CLUB
677,Itoman,JP,73.4,broken clouds,26.12,127.67,Southern Beach Hotel & Resort Okinawa
678,Katherine,AU,86.0,scattered clouds,-14.47,132.27,Pine Tree Motel
679,Dubbo,AU,60.8,clear sky,-32.25,148.62,Comfort Inn Blue Lagoon
681,Kuito,AO,68.11,broken clouds,-12.38,16.93,Herdeiros de Antunes Capusso
682,Pakenham,AU,55.0,light rain,-38.07,145.48,Pakenham Ranges
685,Mata,PT,57.0,few clouds,40.68,-7.46,Solar dos Pedrosos
686,Diego De Almagro,CL,82.6,clear sky,-26.37,-70.05,hotel luna del desierto
687,Coahuayana,MX,80.6,scattered clouds,18.73,-103.68,Hotel Los Arcos
688,Jawhar,SO,80.37,broken clouds,2.78,45.5,cosoble spare parts
690,Joao Pinheiro,BR,83.1,scattered clouds,-17.74,-46.17,Hotel Santos
691,Antsohihy,MG,80.42,scattered clouds,-14.88,47.99,Hotel de Ville
692,Hodonin,CZ,52.0,clear sky,48.85,17.13,Hotel PANON
693,Karachi,PK,73.4,haze,24.91,67.08,Hillside Homes
695,Manggar,ID,80.49,overcast clouds,-2.88,108.27,Guest Hotel
696,Dubovka,RU,48.2,light rain,49.06,44.83,Mini-Hotel on Severnaya
697,Atlantic City,US,81.0,clear sky,39.36,-74.42,Resorts Casino Hotel
699,Shimoda,JP,60.01,overcast clouds,34.67,138.95,Shimoda Tokyu Hotel
701,Cedral,MX,76.35,clear sky,23.8,-100.73,Hotel Rocio
702,Nanakuli,US,73.4,clear sky,21.39,-158.15,Camp Pālehua
703,Bueno Brandao,BR,75.2,scattered clouds,-22.44,-46.35,Hotel Central
705,Perleberg,DE,62.01,few clouds,53.07,11.87,Sport- & Vital-Resort Neuer Hennings Hof
706,Veraval,IN,82.51,broken clouds,20.9,70.37,Lords Inn Somnath
707,Tual,ID,82.13,broken clouds,-5.67,132.75,Grand Vilia Hotel
710,Manzanillo,CU,85.42,broken clouds,20.34,-77.12,Adrian & Tonia
