City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Descp
473,Dzaoudzi,YT,-12.79,45.27,78.8,83,0,4.7,clear sky
474,Shenjiamen,CN,29.96,122.3,63.59,71,5,22.53,clear sky
475,Iqaluit,CA,63.75,-68.51,30.2,74,75,6.93,broken clouds
476,Khani,GE,41.96,42.96,59.0,87,0,4.7,clear sky
477,Vila Velha,BR,-20.33,-40.29,75.0,94,75,2.24,shower rain
478,Brookhaven,US,31.58,-90.44,84.0,70,12,5.1,few clouds
479,Galabovo,BG,42.14,25.87,62.01,58,20,1.23,few clouds
480,Plettenberg Bay,ZA,-34.05,23.37,64.29,85,0,6.49,clear sky
481,La Ronge,CA,55.1,-105.28,24.8,79,90,8.05,overcast clouds
482,Lipari,IT,38.47,14.95,64.0,74,3,6.33,clear sky
483,Penzance,GB,50.12,-5.54,55.0,87,75,5.82,broken clouds
484,Aljezur,PT,37.32,-8.8,62.17,78,0,7.25,clear sky
485,Lima,PE,-12.04,-77.03,68.0,68,40,10.29,scattered clouds
486,Vaitape,PF,-16.52,-151.75,79.43,75,18,10.4,few clouds
487,Robertsport,LR,6.75,-11.37,80.96,78,96,8.34,overcast clouds
488,Poum,NC,-20.23,164.02,75.85,79,79,9.62,light rain
489,Tarakan,ID,3.3,117.63,81.7,82,99,9.91,overcast clouds
490,Nkoteng,CM,4.52,12.03,71.29,90,81,2.08,broken clouds
491,Kargil,IN,34.57,76.1,37.54,69,2,5.86,clear sky
492,Ahuimanu,US,21.44,-157.84,73.4,100,40,2.35,scattered clouds
493,Westport,US,41.14,-73.36,72.0,73,40,4.7,scattered clouds
494,Burnie,AU,-41.07,145.92,50.32,89,100,6.29,overcast clouds
495,Srandakan,ID,-7.94,110.25,77.65,86,47,4.59,moderate rain
496,Tatvan,TR,38.51,42.28,52.3,46,0,2.17,clear sky
497,Chimore,BO,-16.98,-65.13,90.41,48,37,4.29,light rain
498,Lubumbashi,CD,-11.66,27.48,76.91,36,83,6.2,broken clouds
499,Am Timan,TD,11.03,20.28,81.95,32,30,4.36,scattered clouds
500,Sokoto,NG,13.06,5.24,85.32,15,7,3.87,clear sky
501,Sarakhs,IR,36.54,61.16,60.8,38,0,4.7,clear sky
502,Joshimath,IN,30.57,79.57,49.15,49,12,3.18,few clouds
503,Lazaro Cardenas,MX,17.96,-102.2,86.56,69,100,3.15,overcast clouds
504,Ojinaga,MX,29.57,-104.42,82.4,34,1,4.7,clear sky
505,Houma,US,29.6,-90.72,87.01,66,75,11.41,broken clouds
506,Obzor,BG,42.82,27.88,64.4,82,0,9.17,clear sky
507,Puerto Carreno,CO,6.19,-67.49,93.22,51,46,1.88,scattered clouds
508,Areosa,PT,41.72,-8.86,61.0,77,40,3.36,scattered clouds
509,Sisimiut,GL,66.94,-53.67,27.48,89,41,7.92,scattered clouds
510,Krasnyy Kholm,RU,58.06,37.12,41.65,94,100,14.47,overcast clouds
511,Acajutla,SV,13.59,-89.83,84.2,62,20,4.7,few clouds
512,Takoradi,GH,4.88,-1.76,79.02,85,23,9.31,few clouds
513,Ketchikan,US,55.34,-131.65,39.2,93,75,3.36,broken clouds
514,Tautira,PF,-17.73,-149.15,80.6,74,20,8.1,few clouds
515,Sumbe,AO,-11.21,13.84,77.04,78,61,6.11,broken clouds
516,Maceio,BR,-9.67,-35.74,86.0,62,75,13.87,broken clouds
517,Sept-Iles,CA,50.2,-66.38,43.0,70,75,10.29,broken clouds
518,Yaring,TH,6.87,101.37,79.41,83,100,6.29,heavy intensity rain
519,Sulmona,IT,42.05,13.93,60.8,82,0,3.36,clear sky
520,Flinders,AU,-34.58,150.86,63.0,88,15,5.19,few clouds
521,Shahrud,IR,36.42,54.98,53.65,64,0,9.22,clear sky
522,Dana Point,US,33.47,-117.7,69.01,72,98,6.62,overcast clouds
523,Marystown,CA,47.17,-55.15,57.99,100,99,8.99,overcast clouds
524,Skjervoy,NO,70.03,20.97,30.2,74,75,4.7,light snow
525,Usinsk,RU,65.99,57.53,26.35,97,99,13.53,overcast clouds
526,Kefamenanu,ID,-9.45,124.48,72.66,88,79,0.78,broken clouds
527,Tecoanapa,MX,16.52,-98.75,85.95,65,86,7.83,overcast clouds
528,Pangody,RU,65.85,74.49,15.51,97,100,7.63,overcast clouds
529,Sabzevar,IR,36.21,57.68,52.93,61,21,3.67,few clouds
530,Presidente Epitacio,BR,-21.76,-52.12,93.02,35,47,9.37,scattered clouds
531,Makakilo City,US,21.35,-158.09,73.4,94,1,3.36,clear sky
532,Waingapu,ID,-9.66,120.26,79.43,75,15,2.66,few clouds
533,San Borja,BO,-14.82,-66.85,102.0,27,5,5.5,clear sky
534,Prosec,CZ,49.81,16.12,50.0,8,82,7.0,broken clouds
535,Rovaniemi,FI,66.5,25.72,30.2,100,90,8.05,overcast clouds
536,Port Moresby,PG,-9.44,147.18,78.8,88,40,5.82,scattered clouds
537,Ikalamavony,MG,-21.15,46.58,67.24,63,0,10.71,clear sky
538,Havelock,US,34.88,-76.9,81.0,65,1,14.99,clear sky
539,Ous,RU,60.91,61.52,21.87,95,33,5.32,scattered clouds
540,Yekaterinovka,RU,52.05,44.35,40.15,83,100,7.76,light rain
541,Amuntai,ID,-2.42,115.25,76.12,89,62,0.65,broken clouds
542,Motozintla,MX,15.37,-92.23,87.8,74,40,2.26,scattered clouds
543,Puerto Madryn,AR,-42.77,-65.04,72.9,30,2,22.24,clear sky
544,Floro,NO,61.6,5.03,44.6,74,20,13.87,few clouds
545,Murchison,NZ,-41.8,172.33,40.46,77,66,0.25,broken clouds
546,Aleksandrovskiy Zavod,RU,50.92,117.94,23.5,85,0,2.64,clear sky
547,Kokstad,ZA,-30.55,29.42,60.13,80,75,4.56,light rain
548,Mbanza-Ngungu,CD,-5.25,14.87,75.09,80,69,6.35,broken clouds
549,Ternate,ID,0.8,127.4,80.83,81,21,3.22,few clouds
550,Pierre,US,44.37,-100.35,30.0,86,90,11.41,snow
551,Lampazos De Naranjo,MX,27.02,-100.52,86.07,45,0,5.64,clear sky
552,Manoharpur,IN,27.3,75.95,80.6,36,20,2.24,haze
553,Antofagasta,CL,-23.65,-70.4,66.0,72,75,12.75,broken clouds
554,Moron,AR,-34.65,-58.62,64.0,93,100,3.0,moderate rain
555,Bowen,AU,-20.02,148.23,64.4,93,36,3.36,scattered clouds
556,Halifax,CA,44.65,-63.57,68.0,60,75,9.17,broken clouds
557,Whitehorse,CA,60.72,-135.05,8.6,84,90,3.36,light snow
558,Manado,ID,1.49,124.85,73.4,94,20,2.24,few clouds
559,Pangnirtung,CA,66.15,-65.71,26.6,100,90,4.7,light snow
560,Peleduy,RU,59.63,112.74,32.16,95,100,5.5,overcast clouds
561,San Francisco,US,37.77,-122.42,70.0,68,20,6.24,few clouds
562,Shadrinsk,RU,56.09,63.63,29.5,93,93,10.92,overcast clouds
563,Matamoros,MX,25.53,-103.25,80.6,34,5,3.33,clear sky
564,Cap Malheureux,MU,-19.98,57.61,72.0,75,0,1.99,clear sky
565,Salalah,OM,17.02,54.09,84.2,58,20,2.24,few clouds
566,Gravelbourg,CA,49.88,-106.55,20.88,92,58,10.2,broken clouds
567,Darhan,MN,49.49,105.92,32.63,86,0,6.35,clear sky
568,Kaset Sombun,TH,16.28,101.95,70.03,84,37,2.17,light rain
569,Marechal Candido Rondon,BR,-24.56,-54.06,89.6,38,0,13.87,clear sky
570,Pacifica,US,37.61,-122.49,68.0,68,20,2.01,few clouds
571,Vieques,PR,18.43,-65.83,91.4,52,40,10.29,scattered clouds
572,Dunedin,NZ,-45.87,170.5,50.0,87,100,3.0,overcast clouds
573,Puerto Escondido,MX,15.85,-97.07,86.0,70,20,4.7,few clouds
574,Itambacuri,BR,-18.03,-41.69,80.91,59,85,9.26,light rain
575,Eufaula,US,31.89,-85.15,82.99,75,7,8.7,clear sky
576,Shitanjing,CN,39.23,106.34,39.34,59,0,6.98,clear sky
577,Havoysund,NO,71.0,24.66,35.6,69,75,17.22,broken clouds
578,Chara,RU,56.91,118.26,11.89,85,50,0.36,scattered clouds
579,Carora,VE,10.18,-70.08,93.78,37,2,4.07,clear sky
580,Marovoay,MG,-16.1,46.63,82.4,61,40,5.82,scattered clouds
581,Luau,AO,-10.71,22.22,69.89,80,81,1.1,light rain
582,Sarangani,PH,5.4,125.46,83.43,70,73,1.88,broken clouds
583,Pochutla,MX,15.74,-96.47,91.0,62,75,5.32,broken clouds
584,Binga,ZW,-17.62,27.34,82.22,40,5,6.02,clear sky
585,Mehamn,NO,71.04,27.85,35.6,80,0,14.99,clear sky
586,Bambanglipuro,ID,-7.95,110.28,77.61,86,47,4.74,moderate rain
587,Kussnacht,CH,47.09,8.44,60.8,63,75,3.31,broken clouds
588,Vila,PT,42.03,-8.16,53.01,89,23,4.18,few clouds
589,Longido,TZ,-2.73,36.68,72.54,60,65,13.58,broken clouds
590,Damaturu,NG,11.75,11.96,89.17,13,11,10.4,few clouds
591,Shaunavon,CA,49.65,-108.42,17.06,93,61,10.13,broken clouds
592,Benjamin Hill,MX,30.17,-111.1,86.0,70,0,5.99,clear sky
593,Ambatondrazaka,MG,-17.83,48.42,60.39,87,11,5.23,few clouds
594,Kloulklubed,PW,7.04,134.26,77.0,88,90,11.97,overcast clouds
595,La Crosse,US,43.8,-91.24,37.4,86,90,9.17,overcast clouds
596,Yakeshi,CN,49.28,120.73,15.82,92,0,4.27,clear sky
597,Touros,BR,-5.2,-35.46,80.6,83,75,11.41,shower rain
598,Avallon,FR,47.48,3.9,57.99,91,96,9.46,overcast clouds
599,Tessalit,ML,20.2,1.01,92.01,10,0,11.05,clear sky
600,Bonita,US,32.66,-117.03,71.01,60,75,3.36,broken clouds
601,Nadym,RU,65.53,72.52,19.0,97,100,13.65,overcast clouds
602,Starkville,US,33.45,-88.82,82.99,69,40,5.82,scattered clouds
603,Shubarkuduk,KZ,49.14,56.49,31.39,88,21,5.82,few clouds
604,Zhigalovo,RU,54.81,105.16,31.17,95,0,2.46,clear sky
605,Tabat,ID,-2.63,115.23,75.99,87,72,0.67,broken clouds
606,Misratah,LY,32.38,15.09,71.37,54,1,11.81,clear sky
607,Rawson,AR,-43.3,-65.1,75.11,25,0,12.06,clear sky
608,Zhuhai,CN,22.28,113.57,75.2,53,20,21.92,few clouds
609,Gornozavodsk,RU,58.38,58.32,18.72,97,66,6.02,broken clouds
610,Thunder Bay,CA,48.4,-89.32,39.0,83,90,4.45,overcast clouds
611,Iranshahr,IR,27.2,60.68,71.6,6,0,6.93,clear sky
612,Saran,FR,47.95,1.88,60.8,87,0,6.93,clear sky
613,Oranjestad,AW,12.52,-70.03,91.4,63,20,20.8,few clouds
614,Shimanovsk,RU,52.0,127.7,25.41,96,88,9.17,light snow
615,Linares,CL,-35.85,-71.6,75.54,38,0,5.12,clear sky
616,Ushirombo,TZ,-3.49,31.96,74.07,57,98,5.06,overcast clouds
617,North Augusta,US,33.5,-81.97,84.0,58,75,8.05,broken clouds
618,Fasa,IR,28.94,53.65,57.2,19,0,1.83,clear sky
619,Nerchinskiy Zavod,RU,51.31,119.61,22.86,85,0,2.62,clear sky
620,Marfino,RU,55.7,37.38,43.0,93,75,8.95,mist
621,Abha,SA,18.22,42.51,69.8,9,0,13.87,clear sky
622,Luyang,CN,27.62,110.1,56.16,76,0,2.55,light rain
623,Muros,ES,42.78,-9.06,61.0,80,41,11.01,scattered clouds
624,Shasta Lake,US,40.68,-122.37,62.6,20,1,29.97,clear sky
625,Tongliao,CN,43.61,122.27,30.78,83,0,8.97,clear sky
626,Boende,CD,-0.22,20.87,73.4,95,75,1.14,broken clouds
627,Rafaela,AR,-31.25,-61.49,80.01,47,64,1.99,broken clouds
628,Tonantins,BR,-2.87,-67.8,89.11,62,71,3.47,broken clouds
629,Chumikan,RU,54.72,135.31,31.66,91,41,8.75,scattered clouds
630,Ridgecrest,US,35.62,-117.67,73.0,19,20,1.74,smoke
631,Juneau,US,58.3,-134.42,30.99,42,20,8.05,few clouds
632,Port-De-Bouc,FR,43.4,4.98,71.6,56,0,16.11,clear sky
633,Burgeo,CA,47.62,-57.62,54.52,73,57,25.93,broken clouds
634,Ranau,MY,5.95,116.66,78.01,100,40,13.87,scattered clouds
635,Baruun-Urt,MN,46.68,113.28,25.77,92,0,4.18,clear sky
636,Hyeres,FR,43.12,6.12,66.2,82,0,12.75,clear sky
637,Padang,ID,-0.95,100.35,79.56,64,100,2.8,heavy intensity rain
638,Ginda,IN,30.69,78.49,52.41,47,8,5.57,clear sky
639,Nizwa,OM,22.93,57.53,69.04,22,0,3.36,clear sky
640,Shieli,KZ,44.17,66.75,47.66,52,100,7.4,overcast clouds
641,Strelka,RU,58.07,93.03,42.12,78,96,11.99,overcast clouds
642,Jinchang,CN,38.5,102.17,44.04,52,0,2.13,clear sky
643,Yatou,CN,37.15,122.38,48.42,53,5,12.17,light rain
644,Izumo,JP,35.37,132.77,62.6,93,90,18.34,overcast clouds
645,Shagonar,RU,51.53,92.8,35.11,81,15,0.38,few clouds
646,Miles City,US,46.41,-105.84,24.8,85,90,18.34,mist
647,Saint-Francois,FR,46.42,3.91,64.99,68,0,8.05,clear sky
648,Masallatah,LY,32.62,14.0,67.68,63,0,13.73,clear sky
649,Nizhniy Tsasuchey,RU,50.52,115.13,28.24,93,0,2.73,clear sky
650,Tawau,MY,4.25,117.89,78.8,94,20,1.12,few clouds
651,Finschhafen,PG,-6.6,147.87,79.39,74,97,4.79,light rain
652,Rancho Palos Verdes,US,33.74,-118.39,70.0,68,90,3.36,overcast clouds
653,Arica,CL,-18.48,-70.3,70.0,68,0,17.22,clear sky
654,Souris,CA,49.62,-100.26,28.99,63,90,3.36,overcast clouds
655,Weida,DE,50.77,12.07,62.01,73,99,1.01,overcast clouds
656,Port Hardy,CA,50.7,-127.42,39.2,93,40,2.24,scattered clouds
657,Miram Shah,PK,33.01,70.07,62.53,27,0,3.85,clear sky
658,Umm Lajj,SA,25.02,37.27,81.32,54,0,10.65,clear sky
659,Osypenko,UA,46.91,36.83,59.0,100,28,10.0,scattered clouds
660,Shelburne,CA,44.08,-80.2,52.0,81,90,2.24,overcast clouds
661,Tokur,RU,53.13,132.9,23.81,98,98,2.35,light snow
662,Jeremie,HT,18.65,-74.12,83.21,71,100,4.29,overcast clouds
663,Santa Fe,AR,-31.63,-60.7,81.0,58,52,4.0,moderate rain
664,Zabol,AF,32.25,67.25,47.84,36,0,11.14,clear sky
665,Berdigestyakh,RU,62.1,126.7,9.48,95,27,3.18,scattered clouds
666,Chivilcoy,AR,-34.9,-60.02,59.0,96,100,7.0,light rain
667,Terrak,NO,65.09,12.37,35.6,80,20,1.12,few clouds
668,Tommot,RU,58.96,126.29,9.21,92,13,1.43,few clouds
669,Dunkirk,FR,51.05,2.37,57.0,86,50,9.4,scattered clouds
670,Komsomolskiy,UZ,40.43,71.72,55.4,54,89,2.24,overcast clouds
671,Concepcion,CL,-36.83,-73.05,62.6,59,0,12.75,clear sky
672,Kudahuvadhoo,MV,2.67,72.89,82.18,80,52,13.96,light rain
673,Dhola,IN,21.88,71.78,86.09,38,92,2.21,overcast clouds
674,Edgewater,US,28.99,-80.9,86.0,74,75,16.11,broken clouds
675,Berlevag,NO,70.86,29.09,32.0,77,0,14.99,clear sky
676,Curillo,CO,1.03,-75.92,86.5,60,74,3.58,light rain
677,Itoman,JP,26.12,127.67,73.4,94,75,29.97,broken clouds
678,Katherine,AU,-14.47,132.27,86.0,62,40,6.93,scattered clouds
679,Dubbo,AU,-32.25,148.62,60.8,77,2,10.29,clear sky
680,Egvekinot,RU,66.32,-179.17,27.79,97,67,2.62,broken clouds
681,Kuito,AO,-12.38,16.93,68.11,65,81,8.05,broken clouds
682,Pakenham,AU,-38.07,145.48,55.0,93,87,3.67,light rain
683,Niquero,CU,20.04,-77.58,81.86,77,99,8.52,overcast clouds
684,Csavoly,HU,46.19,19.15,57.79,69,1,6.2,clear sky
685,Mata,PT,40.68,-7.46,57.0,79,11,4.27,few clouds
686,Diego De Almagro,CL,-26.37,-70.05,82.6,17,0,12.8,clear sky
687,Coahuayana,MX,18.73,-103.68,80.6,78,40,3.98,scattered clouds
688,Jawhar,SO,2.78,45.5,80.37,77,71,14.92,broken clouds
689,Ust-Kuyga,RU,70.02,135.6,1.83,92,68,7.23,broken clouds
690,Joao Pinheiro,BR,-17.74,-46.17,83.1,56,32,6.82,scattered clouds
691,Antsohihy,MG,-14.88,47.99,80.42,46,30,9.35,scattered clouds
692,Hodonin,CZ,48.85,17.13,52.0,87,0,6.02,clear sky
693,Karachi,PK,24.91,67.08,73.4,40,18,7.54,haze
694,Dudinka,RU,69.41,86.18,10.4,85,40,6.71,mist
695,Manggar,ID,-2.88,108.27,80.49,79,99,4.85,overcast clouds
696,Dubovka,RU,49.06,44.83,48.2,66,75,6.71,light rain
697,Atlantic City,US,39.36,-74.42,81.0,69,1,9.17,clear sky
698,Igarka,RU,67.47,86.58,10.78,96,93,9.71,overcast clouds
699,Shimoda,JP,34.67,138.95,60.01,92,100,1.01,overcast clouds
700,Alto Araguaia,BR,-17.31,-53.22,92.48,30,32,4.83,scattered clouds
701,Cedral,MX,23.8,-100.73,76.35,29,4,1.74,clear sky
702,Nanakuli,US,21.39,-158.15,73.4,94,1,3.36,clear sky
703,Bueno Brandao,BR,-22.44,-46.35,75.2,57,32,5.17,scattered clouds
704,Hay River,CA,60.82,-115.8,24.8,85,90,14.99,light snow
705,Perleberg,DE,53.07,11.87,62.01,82,22,3.0,few clouds
706,Veraval,IN,20.9,70.37,82.51,73,51,9.46,broken clouds
707,Tual,ID,-5.67,132.75,82.13,79,75,8.68,broken clouds
708,Srednekolymsk,RU,67.45,153.68,14.31,91,100,1.54,overcast clouds
709,Arlit,NE,18.74,7.39,93.78,11,0,17.0,clear sky
710,Manzanillo,CU,20.34,-77.12,85.42,67,77,1.07,broken clouds
711,Merauke,ID,-8.47,140.33,76.35,86,53,10.51,broken clouds
